




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 
PINCKNEYVILLE H               3376                          1084                          189                           128                           753                           7                             2161                          230                           38                            19                            146                           1                             434                           2595                          
BAYCREEK B                    4331                          1223                          130                           887                           491                           15                            2746                          250                           7                             154                           59                            4                             474                           3220                          
LAWRENCEVILLE C               2359                          711                           83                            315                           344                           2                             1455                          158                           17                            65                            61                            0                             301                           1756                          
MARTINS D                     1521                          463                           51                            26                            242                           10                            792                           114                           5                             3                             42                            2                             166                           958                           
ROCKBRIDGE B                  3144                          833                           87                            740                           180                           8                             1848                          172                           13                            146                           38                            4                             373                           2221                          
GARNERS B                     2529                          594                           123                           793                           139                           3                             1652                          120                           21                            121                           30                            0                             292                           1944                          
CATES F                       1566                          563                           91                            254                           137                           5                             1050                          103                           7                             51                            20                            0                             181                           1231                          
CATES G                       2392                          767                           119                           385                           346                           0                             1617                          139                           18                            73                            53                            0                             283                           1900                          
DULUTH B                      2666                          801                           131                           160                           491                           2                             1585                          169                           19                            26                            121                           1                             336                           1921                          
GARNERS C                     1603                          477                           62                            388                           46                            9                             982                           105                           5                             86                            10                            2                             208                           1190                          
PINCKNEYVILLE I               1893                          535                           46                            45                            417                           3                             1046                          130                           12                            9                             76                            0                             227                           1273                          
PINCKNEYVILLE J               1901                          500                           38                            29                            385                           11                            963                           89                            3                             4                             67                            2                             165                           1128                          
BERKSHIRE G                   1960                          506                           82                            614                           60                            4                             1266                          104                           16                            126                           25                            1                             272                           1538                          
CATES H                       2780                          701                           94                            710                           155                           5                             1665                          147                           16                            106                           33                            3                             305                           1970                          
SUGAR HILL C                  3804                          1410                          120                           825                           75                            9                             2439                          316                           19                            155                           17                            1                             508                           2947                          
SUGAR HILL D                  3095                          952                           90                            760                           46                            9                             1857                          215                           15                            163                           12                            2                             407                           2264                          
DULUTH C                      1914                          600                           92                            93                            353                           2                             1140                          133                           17                            28                            70                            0                             248                           1388                          
DULUTH D                      3331                          926                           103                           143                           743                           12                            1927                          205                           23                            34                            131                           1                             394                           2321                          
PINCKNEYVILLE K               2674                          743                           53                            90                            467                           10                            1363                          176                           5                             14                            97                            2                             294                           1657                          
PINCKNEYVILLE N               2723                          901                           44                            55                            454                           15                            1469                          192                           6                             7                             82                            3                             290                           1759                          
LAWRENCEVILLE D               3644                          871                           81                            59                            822                           17                            1850                          198                           8                             13                            178                           2                             399                           2249                          
LAWRENCEVILLE E               1890                          548                           90                            30                            521                           6                             1195                          136                           15                            1                             106                           1                             259                           1454                          
PINCKNEYVILLE L               2140                          848                           164                           58                            326                           3                             1399                          262                           38                            16                            57                            3                             376                           1775                          
PINCKNEYVILLE M               2297                          908                           157                           62                            322                           2                             1451                          243                           35                            20                            88                            0                             386                           1837                          
GARNERS D                     2543                          654                           98                            702                           97                            3                             1554                          142                           11                            130                           27                            1                             311                           1865                          
BERKSHIRE H                   1274                          355                           48                            50                            267                           2                             722                           95                            9                             5                             54                            5                             168                           890                           
PINCKNEYVILLE O               2616                          664                           45                            33                            651                           18                            1411                          144                           7                             8                             110                           3                             272                           1683                          
PUCKETTS E                    3919                          1018                          119                           1060                          133                           12                            2342                          229                           17                            235                           25                            4                             510                           2852                          
CATES I                       2938                          907                           117                           414                           423                           5                             1866                          230                           20                            69                            81                            0                             400                           2266                          
CATES J                       2744                          858                           128                           577                           162                           8                             1733                          184                           26                            120                           28                            1                             359                           2092                          
GOODWINS B                    3218                          902                           158                           588                           367                           2                             2017                          232                           25                            95                            62                            1                             415                           2432                          
LAWRENCEVILLE F               3082                          773                           70                            64                            906                           8                             1821                          185                           6                             12                            186                           6                             395                           2216                          
MARTINS E                     4381                          1066                          83                            112                           731                           32                            2024                          247                           14                            23                            129                           5                             418                           2442                          
PINCKNEYVILLE P               1701                          672                           102                           30                            268                           8                             1080                          166                           14                            5                             46                            4                             235                           1315                          
PINCKNEYVILLE Q               1365                          472                           13                            27                            187                           8                             707                           126                           3                             6                             34                            3                             172                           879                           
ROCKBRIDGE C                  3928                          920                           94                            1221                          238                           7                             2480                          212                           24                            189                           47                            0                             472                           2952                          
ROCKBRIDGE D                  2874                          681                           84                            927                           137                           6                             1835                          143                           10                            184                           27                            4                             368                           2203                          
GOODWINS C                    3948                          1148                          155                           287                           740                           15                            2345                          230                           25                            59                            116                           4                             434                           2779                          
BAYCREEK K                    2867                          775                           94                            98                            962                           4                             1933                          156                           8                             20                            132                           0                             316                           2249                          
CATES K                       2116                          776                           82                            189                           325                           4                             1376                          177                           16                            34                            54                            2                             283                           1659                          
BAYCREEK C                    4733                          1250                          164                           175                           1475                          7                             3071                          271                           29                            30                            275                           1                             606                           3677                          
CATES L                       3238                          899                           114                           590                           437                           7                             2047                          203                           15                            101                           76                            3                             398                           2445                          
DULUTH E                      3671                          1047                          122                           156                           703                           11                            2039                          242                           15                            24                            146                           1                             428                           2467                          
GOODWINS D                    3337                          1040                          124                           344                           426                           9                             1943                          273                           20                            70                            92                            0                             455                           2398                          
LAWRENCEVILLE G               2286                          702                           36                            49                            562                           9                             1358                          123                           6                             11                            91                            0                             231                           1589                          
LAWRENCEVILLE H               3275                          1033                          144                           292                           653                           2                             2124                          220                           14                            65                            123                           1                             423                           2547                          
MARTINS F                     1897                          567                           42                            42                            360                           8                             1019                          120                           4                             13                            51                            0                             188                           1207                          
PINCKNEYVILLE S               2367                          795                           84                            55                            391                           5                             1330                          179                           9                             9                             74                            3                             274                           1604                          
ROCKBRIDGE E                  3387                          933                           74                            784                           164                           9                             1964                          196                           11                            126                           26                            2                             361                           2325                          
SUGAR HILL E                  2379                          750                           75                            666                           46                            12                            1549                          145                           14                            130                           3                             3                             295                           1844                          
LAWRENCEVILLE I               2630                          814                           87                            135                           492                           9                             1537                          169                           5                             25                            101                           0                             300                           1837                          
BAYCREEK D                    3625                          1010                          117                           119                           1095                          10                            2351                          238                           32                            15                            189                           1                             475                           2826                          
BERKSHIRE J                   2378                          686                           129                           619                           143                           1                             1578                          175                           18                            124                           27                            1                             345                           1923                          
CATES M                       3457                          1070                          187                           234                           798                           0                             2289                          240                           17                            37                            152                           3                             449                           2738                          
CATES N                       2158                          654                           121                           140                           510                           5                             1430                          138                           19                            17                            115                           2                             291                           1721                          
DULUTH F                      3826                          948                           97                            257                           708                           12                            2022                          194                           12                            41                            153                           5                             405                           2427                          
DULUTH G                      2352                          761                           98                            351                           238                           3                             1451                          215                           17                            72                            36                            0                             340                           1791                          
GOODWINS E                    4183                          1264                          157                           727                           451                           10                            2609                          240                           12                            118                           82                            1                             453                           3062                          
GOODWINS F                    2460                          738                           110                           454                           151                           3                             1456                          201                           11                            91                            36                            2                             341                           1797                          
PINCKNEYVILLE T               2294                          772                           71                            57                            429                           1                             1330                          154                           16                            9                             70                            1                             250                           1580                          
SUWANEE B                     3305                          696                           121                           1219                          59                            2                             2097                          151                           13                            257                           8                             1                             430                           2527                          
PINCKNEYVILLE U               1659                          629                           56                            29                            275                           6                             995                           145                           9                             6                             53                            4                             217                           1212                          
PUCKETTS B                    2377                          651                           105                           738                           47                            4                             1545                          170                           10                            143                           11                            1                             335                           1880                          
BERKSHIRE L                   2322                          697                           85                            116                           414                           4                             1316                          159                           6                             20                            69                            4                             258                           1574                          
ROCKBRIDGE F                  4385                          759                           104                           1704                          196                           11                            2774                          162                           20                            299                           31                            4                             516                           3290                          
SUGAR HILL F                  3124                          1044                          98                            751                           58                            12                            1963                          221                           10                            139                           12                            2                             384                           2347                          
SUWANEE C                     3878                          946                           167                           1025                          147                           11                            2296                          226                           20                            187                           26                            1                             460                           2756                          
CATES O                       1160                          384                           40                            185                           119                           2                             730                           89                            4                             32                            35                            0                             160                           890                           
BAYCREEK E                    2418                          700                           84                            339                           337                           3                             1463                          161                           12                            70                            58                            0                             301                           1764                          
BERKSHIRE M                   1403                          450                           66                            308                           80                            3                             907                           105                           7                             69                            11                            0                             192                           1099                          
MARTINS G                     1733                          576                           30                            26                            365                           6                             1003                          132                           14                            6                             59                            1                             212                           1215                          
DULUTH H                      2142                          602                           136                           190                           381                           4                             1313                          144                           29                            35                            61                            1                             270                           1583                          
BERKSHIRE N                   2585                          546                           134                           953                           95                            6                             1734                          119                           13                            191                           24                            0                             347                           2081                          
PINCKNEYVILLE V               1247                          333                           46                            15                            284                           6                             684                           67                            6                             4                             55                            2                             134                           818                           
PINCKNEYVILLE W               3032                          1000                          91                            78                            573                           8                             1750                          262                           15                            12                            108                           2                             399                           2149                          
MARTINS H                     3482                          974                           108                           110                           777                           10                            1979                          222                           12                            26                            133                           4                             397                           2376                          
MARTINS I                     2751                          814                           92                            74                            483                           26                            1489                          163                           7                             13                            87                            2                             272                           1761                          
MARTINS J                     2933                          877                           65                            81                            547                           11                            1581                          181                           2                             14                            122                           5                             324                           1905                          
GARNERS F                     1326                          367                           51                            369                           36                            3                             826                           103                           7                             60                            11                            2                             183                           1009                          
BERKSHIRE O                   2144                          687                           105                           414                           206                           3                             1415                          147                           11                            80                            29                            1                             268                           1683                          
BERKSHIRE P                   1027                          324                           25                            83                            148                           5                             585                           70                            3                             15                            30                            1                             119                           704                           
PINCKNEYVILLE X               2732                          872                           167                           97                            534                           3                             1673                          264                           30                            16                            133                           2                             445                           2118                          
ROCKBRIDGE G                  4165                          927                           132                           1346                          212                           7                             2624                          191                           21                            221                           38                            3                             474                           3098                          
PINCKNEYVILLE Y               2282                          683                           45                            51                            421                           9                             1209                          150                           5                             13                            67                            3                             238                           1447                          
GOODWINS G                    1962                          650                           44                            91                            351                           8                             1144                          146                           2                             20                            63                            2                             233                           1377                          
PINCKNEYVILLE Z               1629                          770                           121                           49                            183                           3                             1126                          196                           20                            9                             53                            2                             280                           1406                          
PINCKNEYVILLE A1              2434                          905                           184                           68                            363                           2                             1522                          292                           36                            14                            105                           2                             449                           1971                          
LAWRENCEVILLE J               1627                          520                           37                            68                            331                           7                             963                           105                           7                             10                            77                            0                             199                           1162                          
GOODWINS H                    2172                          753                           76                            399                           148                           0                             1376                          173                           17                            75                            19                            1                             285                           1661                          
DUNCANS B                     3786                          1240                          142                           949                           141                           7                             2479                          260                           17                            175                           20                            2                             474                           2953                          
SUWANEE D                     3652                          1137                          191                           1008                          76                            10                            2422                          278                           19                            205                           10                            4                             516                           2938                          
SUWANEE E                     3354                          966                           130                           1037                          56                            11                            2200                          214                           29                            180                           8                             2                             433                           2633                          
LAWRENCEVILLE K               2566                          866                           71                            312                           368                           4                             1621                          188                           14                            64                            81                            1                             348                           1969                          
HARBINS B                     3427                          807                           97                            1121                          203                           6                             2234                          154                           12                            194                           37                            1                             398                           2632                          
BAYCREEK F                    3372                          924                           116                           304                           789                           14                            2147                          178                           18                            43                            137                           4                             380                           2527                          
PUCKETTS C                    2420                          756                           79                            622                           59                            6                             1522                          159                           14                            138                           10                            3                             324                           1846                          
HOG MOUNTAIN C                3176                          965                           92                            665                           214                           12                            1948                          201                           15                            135                           48                            1                             400                           2348                          
ROCKYCREEK B                  3900                          1148                          160                           1033                          230                           2                             2573                          232                           9                             194                           31                            0                             466                           3039                          
DULUTH I                      3671                          1056                          197                           557                           405                           7                             2222                          226                           48                            110                           63                            1                             448                           2670                          
MARTINS K                     3808                          1149                          85                            184                           821                           15                            2254                          226                           6                             29                            129                           6                             396                           2650                          
