COUNTY,PRECINCT,PRES16D,PRES16D_AB,PRES16D_AD,PRES16D_ED,PRES16D_PR,PRES16L,PRES16L_AB,PRES16L_AD,PRES16L_ED,PRES16L_PR,PRES16R,PRES16R_AB,PRES16R_AD,PRES16R_ED,PRES16R_PR,REG_VOTE
Clarke,4A Athens Transit Ctr,726,22,410,291,3,80,3,34,43,0,263,13,127,122,1,1691
Clarke,4B Memorial Park,1972,88,1185,692,7,173,6,72,95,0,713,27,350,333,3,4007
Clarke,5A Oglethorpe School,1262,65,689,507,1,87,2,37,48,0,581,45,301,234,1,2467
Clarke,5B Whitehead Rd School,1198,53,632,512,1,68,3,26,39,0,500,42,253,205,0,2248
Clarke,5C Chase Street School,1246,53,702,490,1,39,4,11,24,0,154,9,71,74,0,1800
Clarke,5D ACC Fleet Mgt Bldg,1110,46,518,542,4,45,0,15,30,0,325,27,146,151,1,2067
Clarke,6A Cleveland Rd School,947,53,465,429,0,73,3,28,42,0,845,68,363,414,0,2433
Clarke,6B Ga Square Mall,1387,64,838,485,0,74,7,29,38,0,832,71,464,294,3,2953
Clarke,6C Timothy Road School,1077,63,612,397,5,111,3,51,57,0,839,42,414,381,2,2582
Clarke,6D Firestation #4,733,37,358,338,0,56,3,20,33,0,287,23,114,150,0,1371
Clarke,7A Timothy Road School,1082,91,633,353,5,83,1,33,49,0,692,63,350,279,0,2403
Clarke,7B Alps Elem. School,1222,127,657,436,2,107,6,38,62,1,704,84,374,246,0,2691
Clarke,7C Firestation #3,1075,67,582,423,3,113,4,58,51,0,637,34,308,293,2,2388
Clarke,8A Gaines School,1233,59,639,533,2,91,4,48,39,0,533,46,249,238,0,2587
Clarke,8B Cedar Shls High Sch,866,58,442,363,3,64,1,21,42,0,372,39,180,151,2,1724
Clarke,8C Firestation #7,1412,101,751,559,1,120,8,48,63,1,590,41,266,281,2,2979
Clay,Bluffton,78,9,32,37,0,3,0,1,2,0,150,14,84,52,0,301
Clay,Zetto,159,14,59,86,0,0,0,0,0,0,79,6,50,21,2,319
Clay,Courthouse,181,15,60,105,1,4,0,1,3,0,41,3,26,12,0,318
Clay,Old Head Start,162,20,60,82,0,0,0,0,0,0,126,4,92,30,0,410
Clay,Day's Cross Roads,117,11,50,56,0,1,0,0,1,0,170,9,114,47,0,383
Clayton,ELLENWOOD,3174,83,2233,854,4,59,2,32,25,0,219,16,139,64,0,4498
Clayton,FOREST PARK 1,1014,32,407,574,1,37,1,12,24,0,267,19,126,122,0,2299
Clayton,FOREST PARK 2,955,31,453,471,0,24,1,11,12,0,184,16,77,91,0,1828
Clayton,FOREST PARK 3,880,71,365,444,0,18,0,7,11,0,222,16,128,78,0,1763
Clayton,FOREST PARK 4,573,16,281,276,0,22,0,9,13,0,282,21,151,110,0,1248
Clayton,FOREST PARK 5,1263,35,587,639,2,34,0,14,19,1,265,10,124,130,1,2566
Clayton,FOREST PARK 6,460,23,242,194,1,14,0,7,7,0,209,15,122,68,4,1022
Clayton,JONESBORO 1,2176,77,1335,760,4,41,0,25,16,0,207,18,139,50,0,3585
Clayton,JONESBORO 2,2024,61,1302,657,4,35,2,16,17,0,108,3,74,31,0,3230
Clayton,JONESBORO 3,1795,54,1207,532,2,43,4,14,25,0,386,27,225,133,1,3049
Clayton,JONESBORO 4,811,26,425,359,1,22,2,8,12,0,172,11,98,63,0,1636
Clayton,JONESBORO 5,825,26,468,331,0,33,3,18,12,0,271,16,128,126,1,1539
Clayton,JONESBORO 6,846,60,589,197,0,37,1,19,17,0,844,74,532,237,1,2155
Clayton,JONESBORO 7,1394,51,867,474,2,43,3,17,23,0,329,30,224,75,0,2359
Clayton,JONESBORO 8,1569,26,869,669,5,24,0,7,16,1,115,8,51,56,0,2636
Clayton,JONESBORO 9,472,8,226,236,2,13,0,3,10,0,132,6,68,58,0,1068
Clayton,JONESBORO 10,1230,34,677,516,3,22,0,10,12,0,158,5,85,68,0,2296
Clayton,JONESBORO 11,1662,58,1087,517,0,44,1,24,19,0,490,45,280,164,1,2891
Clayton,JONESBORO 12,1331,39,770,520,2,16,1,7,7,1,109,7,56,46,0,2145
Clayton,JONESBORO 13,950,29,604,315,2,17,0,5,12,0,182,9,92,81,0,1457
Clayton,JONESBORO 14,1781,70,1250,456,5,53,3,26,24,0,857,60,597,200,0,3439
Clayton,JONESBORO 15,1052,17,571,461,3,31,0,17,14,0,129,9,89,31,0,2010
Clayton,JONESBORO 16,912,26,492,392,2,26,0,14,12,0,127,7,67,52,1,1646
Clayton,JONESBORO 17,2161,55,1278,818,10,45,1,17,27,0,165,11,88,66,0,3541
Clayton,JONESBORO 18,1345,31,807,506,1,41,1,23,17,0,207,14,126,67,0,2309
Clayton,LAKE CITY,1178,29,657,488,4,29,1,10,18,0,154,6,89,59,0,2144
Clayton,LOVEJOY 1,1777,43,1150,583,1,41,2,20,19,0,314,14,206,94,0,2898
Clayton,LOVEJOY 2,1421,33,993,393,2,25,1,13,11,0,197,18,135,44,0,2342
Clayton,LOVEJOY 3,2696,67,1842,779,8,56,1,36,19,0,572,30,418,124,0,4664
Clayton,LOVEJOY 4,2023,45,1485,491,2,27,2,11,14,0,232,11,154,67,0,3070
Clayton,LOVEJOY 5,1367,18,895,453,1,30,1,18,11,0,147,10,84,53,0,2221
Clayton,MORROW 1,1324,32,639,650,3,29,1,9,19,0,128,11,62,55,0,2198
Clayton,MORROW 2,678,24,424,230,0,22,2,13,7,0,338,28,216,94,0,1500
Clayton,MORROW 3,1833,55,1117,659,2,40,1,18,21,0,338,32,197,108,1,3277
Clayton,MORROW 4,731,28,388,314,1,30,0,19,11,0,235,19,138,78,0,1482
Clayton,MORROW 5,2425,57,1788,580,0,52,1,32,19,0,410,25,309,75,1,3817
Clayton,MORROW 6,1215,34,736,441,4,36,1,23,12,0,243,9,171,63,0,2058
Clayton,MORROW 7,762,18,392,350,2,18,1,4,13,0,164,16,84,64,0,1429
Clayton,MORROW 8,1473,30,998,445,0,34,2,19,13,0,115,7,74,33,1,2182
Clayton,MORROW 9,614,16,398,194,6,21,2,10,9,0,114,5,65,42,2,1059
Clayton,OAK 1,1089,19,565,503,2,15,0,8,7,0,36,0,19,17,0,1750
Clayton,OAK 2,694,17,329,347,1,16,0,8,8,0,41,5,19,17,0,1282
Clayton,OAK 3,1696,34,871,788,3,28,0,14,14,0,67,4,33,30,0,2945
Clayton,OAK 4,1639,32,855,747,5,28,1,7,20,0,59,6,31,22,0,2655
Clayton,PANHANDLE 1,1555,48,1038,469,0,29,2,15,12,0,218,10,133,75,0,2303
Clayton,PANHANDLE 2,1207,27,829,350,1,28,1,17,10,0,456,20,305,131,0,2178
Clayton,RIVERDALE 1,1241,30,899,310,2,19,0,12,7,0,107,11,67,29,0,1798
Clayton,RIVERDALE 2,1580,40,929,607,4,23,0,9,13,1,77,5,34,38,0,2468
Clayton,RIVERDALE 3,1687,45,1031,606,5,16,0,9,7,0,87,9,46,32,0,2690
Clayton,RIVERDALE 4,1750,55,1016,675,4,21,1,9,11,0,193,19,116,58,0,3093
Clayton,RIVERDALE 5,1416,26,826,562,2,27,2,11,14,0,108,14,54,40,0,2248
Clayton,RIVERDALE 6,1222,31,571,618,2,22,0,14,8,0,197,20,109,68,0,2422
Clayton,RIVERDALE 7,901,22,439,439,1,11,0,6,5,0,134,6,84,44,0,1836
Clayton,RIVERDALE 8,1474,37,994,442,1,18,0,8,9,1,162,19,93,50,0,2171
Clayton,RIVERDALE 9,1231,44,699,486,2,22,0,10,12,0,147,9,84,54,0,2030
Clayton,RIVERDALE 10,1150,13,595,538,4,12,0,6,6,0,44,1,22,21,0,2046
Clayton,RIVERDALE 11,990,34,638,317,1,8,0,4,4,0,60,4,37,19,0,1449
Clayton,RIVERDALE 12,1526,57,923,545,1,20,2,10,8,0,115,13,47,54,1,2244
Clinch,Arabia,7,2,1,4,0,1,0,0,1,0,59,1,16,42,0,95
Clinch,Argyle,40,1,12,26,1,2,0,1,1,0,162,1,68,93,0,299
Clinch,Dupont,58,1,13,44,0,3,1,0,2,0,115,2,41,72,0,258
Clinch,Fargo,15,0,5,10,0,1,0,0,1,0,157,1,17,138,1,227
Clinch,Homerville,566,26,292,248,0,27,2,14,11,0,1234,51,846,335,2,2620
Cobb,Acworth 1A,1368,90,677,598,3,156,9,44,103,0,1722,118,760,843,1,4166
Cobb,Acworth 1B,1155,85,473,594,3,118,4,24,90,0,1610,145,625,837,3,3866
Cobb,Acworth 1C,1538,56,680,796,6,129,9,31,89,0,1039,71,345,621,2,3718
Cobb,Addison 01,683,50,275,357,1,80,6,20,54,0,901,80,350,468,3,2085
Cobb,Austell 1A,2002,52,1049,896,5,52,2,15,35,0,524,28,209,286,1,3578
Cobb,Bells Ferry 02,797,42,361,390,4,122,5,20,96,1,1043,90,389,562,2,2518
Cobb,Bells Ferry 03,1362,76,673,611,2,225,18,80,127,0,2110,197,1041,871,1,4866
Cobb,Big Shanty 01,667,32,237,398,0,87,1,20,66,0,890,60,328,500,2,2283
Cobb,Big Shanty 02,805,50,344,411,0,107,11,17,78,1,1186,75,431,680,0,2595
Cobb,Baker 01,1470,68,614,779,9,153,5,28,120,0,1260,67,369,821,3,3834
Cobb,Birney 01,904,37,388,474,5,63,2,14,47,0,558,52,232,274,0,2048
Cobb,Birney 02,1448,76,752,616,4,82,3,26,52,1,922,95,384,443,0,3093
Cobb,Bryant 01,1197,34,760,397,6,24,1,7,16,0,74,9,37,28,0,1676
Cobb,Bryant 02,2457,69,1283,1100,5,35,3,11,21,0,141,11,57,72,1,4395
Cobb,Blackwell 01,769,41,371,355,2,101,3,29,68,1,876,85,363,427,1,2212
Cobb,Chattahoochee 01,2149,138,986,1012,13,156,12,46,96,2,785,45,323,412,5,4413
Cobb,Cheatham Hill 02,704,53,383,267,1,89,7,24,57,1,1301,73,609,616,3,2559
Cobb,Cheatham Hill 03,1119,69,646,403,1,151,10,51,90,0,1509,109,788,611,1,3387
Cobb,Chalker 01,1474,96,652,720,6,175,3,43,128,1,1286,96,568,618,4,4137
Cobb,Clarkdale 01,669,24,325,317,3,25,0,10,15,0,449,42,190,216,1,1502
Cobb,Clarkdale 02,2069,54,943,1066,6,67,4,22,41,0,983,73,407,502,1,4110
Cobb,Cooper 01,2010,74,1054,872,10,75,2,27,45,1,627,58,282,285,2,3769
Cobb,Chestnut Ridge 01,812,75,292,445,0,110,14,22,74,0,1412,136,419,856,1,2768
Cobb,Dickerson 01,823,101,256,466,0,103,8,12,83,0,1148,107,324,716,1,2537
Cobb,Dobbins 01,1659,82,758,804,15,84,6,30,46,2,402,30,160,210,2,3308
Cobb,Dowell 01,976,52,529,393,2,118,9,41,68,0,1060,60,503,497,0,2738
Cobb,Dodgen 01,554,58,181,315,0,65,11,13,41,0,931,71,295,563,2,1851
Cobb,Durham 01,720,55,296,368,1,103,6,19,77,1,2057,135,827,1094,1,3590
Cobb,Davis 01,502,35,178,289,0,73,5,16,52,0,805,60,238,505,2,1743
Cobb,Eastside 01,835,83,281,470,1,95,6,16,73,0,1232,111,373,747,1,2651
Cobb,Eastside 02,1117,83,480,554,0,152,12,36,104,0,1652,141,619,891,1,3556
Cobb,Elizabeth 01,1245,46,537,659,3,81,2,18,60,1,690,31,299,355,5,2943
Cobb,Elizabeth 02,617,52,254,311,0,68,8,21,39,0,964,95,383,483,3,2031
Cobb,Elizabeth 03,724,47,335,342,0,91,5,15,71,0,1139,124,454,560,1,2369
Cobb,Elizabeth 04,931,55,351,523,2,101,10,20,71,0,710,46,253,410,1,2324
Cobb,Elizabeth 05,861,69,342,449,1,119,13,22,84,0,1075,88,339,644,4,2561
Cobb,East Piedmont 01,737,34,327,373,3,70,2,17,51,0,696,36,246,413,1,1977
Cobb,Fair Oaks 01,1570,62,797,707,4,74,4,26,44,0,604,61,268,274,1,3167
Cobb,Fair Oaks 02,1625,66,645,909,5,56,3,15,37,1,588,46,238,304,0,3538
Cobb,Fair Oaks 04,742,42,257,440,3,38,2,5,31,0,438,51,155,230,2,1844
Cobb,Fair Oaks 05,548,46,188,310,4,29,1,12,16,0,298,20,107,170,1,1511
Cobb,Fullers Park 01,986,73,376,533,4,135,7,28,99,1,1281,128,442,705,6,2953
Cobb,Ford 01,559,52,251,255,1,82,6,19,57,0,1563,89,628,846,0,2728
Cobb,Frey 01,516,28,203,283,2,73,6,12,53,2,1115,85,435,595,0,2123
Cobb,Garrison Mill 01,761,53,288,419,1,90,9,14,67,0,1119,83,363,673,0,2408
Cobb,Gritters 01,962,49,404,507,2,153,6,26,121,0,1473,127,573,772,1,3313
Cobb,Harmony Leland 01,2761,123,1664,968,6,81,3,31,47,0,647,57,342,248,0,4520
Cobb,Harrison 01,494,37,230,227,0,67,2,28,37,0,1413,122,657,634,0,2411
Cobb,Hightower 01,1149,110,370,667,2,196,12,36,148,0,1713,190,504,1019,0,3697
Cobb,Hayes 01,791,52,355,382,2,114,8,30,76,0,1797,119,789,889,0,3392
Cobb,Kennesaw 1A,655,27,249,378,1,76,1,17,58,0,689,39,224,425,1,1993
Cobb,Kennesaw 2A,938,56,383,498,1,116,4,30,82,0,1252,79,464,708,1,3043
Cobb,Kennesaw 3A,1913,103,918,881,11,160,7,38,115,0,1232,95,498,635,4,4537
Cobb,Kennesaw 4A,1005,49,403,551,2,122,3,27,91,1,1157,87,450,619,1,2999
Cobb,Kennesaw 5A,1716,81,663,966,6,206,7,33,166,0,1794,59,436,1295,4,4676
Cobb,Kell 01,462,36,200,225,1,102,2,23,77,0,842,64,317,459,2,1725
Cobb,Kemp 01,336,23,178,135,0,66,7,12,47,0,943,77,478,388,0,1666
Cobb,Kemp 02,980,56,565,358,1,104,13,36,55,0,1645,107,803,735,0,3319
Cobb,Kemp 03,633,35,333,265,0,98,3,32,63,0,2035,137,949,947,2,3372
Cobb,Lasssiter 01,844,60,366,418,0,124,11,28,84,1,1609,168,571,868,2,3148
Cobb,Lindley 01,2178,112,1250,812,4,107,0,41,66,0,798,56,348,392,2,3836
Cobb,Lost Mountain 01,739,62,479,198,0,81,8,31,42,0,1569,119,1005,443,2,2908
Cobb,Lost Mountain 02,685,48,346,289,2,126,11,39,75,1,2116,155,955,1004,2,3572
Cobb,Lost Mountain 03,1081,67,682,332,0,141,19,61,61,0,2346,138,1504,703,1,4312
Cobb,Lost Mountain 04,560,46,281,231,2,69,3,27,39,0,1239,89,531,618,1,2320
Cobb,Lewis 01,325,19,108,198,0,46,2,11,33,0,771,37,262,470,2,1398
Cobb,Mableton 01,1805,86,968,742,9,81,4,33,43,1,983,114,501,367,1,3805
Cobb,Mableton 02,952,32,459,458,3,29,0,12,16,1,506,40,232,232,2,2162
Cobb,Mableton 03,910,66,436,402,6,85,6,22,57,0,833,64,379,387,3,2384
Cobb,Mableton 04,471,31,229,210,1,69,4,21,43,1,537,40,252,244,1,1350
Cobb,Mabry 01,394,30,133,229,2,66,5,5,56,0,798,71,253,473,1,1519
Cobb,Macland 01,1556,79,882,594,1,55,0,9,46,0,744,66,387,287,4,3119
Cobb,Murdock 01,1039,107,350,580,2,173,13,33,127,0,1614,138,532,942,2,3415
Cobb,McEachern 01,1105,47,637,418,3,50,3,14,33,0,1003,73,529,401,0,2676
Cobb,McCleskey 01,442,42,217,183,0,52,5,10,37,0,753,47,346,360,0,1518
Cobb,McClure 01,326,27,127,172,0,50,6,8,36,0,748,38,280,429,1,1364
Cobb,Marietta 1A,1192,49,589,540,14,107,4,47,55,1,498,49,239,209,1,2924
Cobb,Marietta 2A,539,50,293,195,1,91,7,26,58,0,948,61,506,381,0,1899
Cobb,Marietta 2B,1495,57,822,612,4,107,12,37,58,0,1071,75,536,458,2,3580
Cobb,Marietta 3A,2103,143,1155,797,8,177,7,44,126,0,1501,118,754,627,2,5009
Cobb,Marietta 4A,372,32,179,161,0,70,6,20,44,0,1009,66,498,444,1,1717
Cobb,Marietta 4B,615,54,302,258,1,73,1,24,48,0,627,77,266,282,2,1701
Cobb,Marietta 4C,651,55,394,201,1,61,6,19,36,0,1233,79,713,441,0,2359
Cobb,Marietta 5A,1298,315,473,505,5,61,11,20,30,0,383,53,172,157,1,2112
Cobb,Marietta 5B,921,39,450,417,15,53,3,20,30,0,293,17,117,156,3,2010
Cobb,Marietta 6A,914,41,443,424,6,66,4,19,42,1,309,18,153,137,1,1949
Cobb,Marietta 6B,930,46,417,462,5,80,3,18,58,1,915,63,367,483,2,2346
Cobb,Marietta 7A,1222,47,616,544,15,52,4,20,28,0,275,19,131,123,2,2667
Cobb,Mars Hill 01,472,40,174,258,0,71,5,9,57,0,1639,129,534,975,1,2783
Cobb,Mars Hill 02,648,33,275,338,2,79,8,18,53,0,1029,50,391,587,1,2325
Cobb,Mount Bethel 01,1177,116,432,625,4,152,15,26,111,0,1671,171,532,965,3,3618
Cobb,Mount Bethel 03,959,108,433,417,1,74,7,18,49,0,1182,113,555,513,1,2731
Cobb,Mount Bethel 04,809,94,304,409,2,103,15,19,68,1,1238,136,445,657,0,2681
Cobb,North Cobb 01,597,26,231,338,2,71,3,19,49,0,788,56,256,474,2,1889
Cobb,Nickajack 01,2104,150,1062,881,11,155,14,34,107,0,704,45,276,382,1,3921
Cobb,Norton Park 01,1415,65,573,772,5,135,5,31,99,0,1074,119,426,529,0,3625
Cobb,Nicholson 01,571,34,248,288,1,87,2,27,57,1,977,83,403,490,1,2082
Cobb,Oakdale 01,1384,116,655,609,4,103,6,19,78,0,1086,119,408,557,2,3234
Cobb,Oregon 01,389,30,209,149,1,55,4,23,28,0,762,61,361,340,0,1418
Cobb,Oregon 02,2309,106,1195,1001,7,110,4,38,67,1,861,90,409,360,2,4354
Cobb,Oregon 03,1188,39,648,493,8,69,0,27,42,0,577,67,303,206,1,2758
Cobb,Oregon 04,1776,68,901,804,3,72,5,27,40,0,725,62,381,281,1,3430
Cobb,Oregon 05,1281,80,710,488,3,109,3,36,70,0,1133,70,526,534,3,3173
Cobb,Pebblebrook 01,2291,87,1256,942,6,70,2,28,40,0,501,39,235,226,1,3913
Cobb,Powers Ferry 01,965,71,370,519,5,118,6,31,81,0,1102,84,435,579,4,2830
Cobb,Pine Mountain 01,685,40,341,304,0,102,9,23,69,1,1608,134,678,794,2,2897
Cobb,Pine Mountain 02,504,46,251,205,2,76,9,17,50,0,1600,113,704,780,3,2629
Cobb,Post Oak 01,850,60,312,478,0,131,9,32,90,0,1631,142,499,989,1,3181
Cobb,Pope 01,800,55,304,440,1,107,6,24,77,0,1317,129,433,754,1,2711
Cobb,Palmer 01,588,27,257,303,1,101,8,22,71,0,1043,101,413,528,1,2190
Cobb,Powder Springs 1A,1639,78,1020,537,4,87,3,29,55,0,928,58,496,371,3,3369
Cobb,Powder Springs 2A,1456,63,817,573,3,62,1,24,37,0,415,28,237,150,0,2662
Cobb,Powder Springs 3A,1450,50,790,608,2,56,2,16,38,0,624,62,280,280,2,2809
Cobb,Pitner 01,648,37,246,364,1,92,3,18,71,0,1089,54,328,705,2,2359
Cobb,Rocky Mountain 01,854,56,326,471,1,111,4,20,86,1,1383,100,478,803,2,2886
Cobb,Riverside 01,910,24,399,482,5,24,2,13,9,0,85,6,40,38,1,1489
Cobb,Roswell 01,1534,157,572,805,0,186,10,33,143,0,2293,218,666,1408,1,4798
Cobb,Roswell 02,1043,130,319,594,0,143,22,25,96,0,1453,117,412,921,3,3219
Cobb,Sandy Plains 01,851,70,305,475,1,105,5,26,74,0,1053,90,347,613,3,2476
Cobb,Shallowford Fall 01,920,82,370,468,0,112,9,20,83,0,1403,127,456,819,1,2942
Cobb,Simpson 01,537,53,190,292,2,58,6,16,35,1,768,100,237,429,2,1670
