




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 
Pope 01                       2711                          1025                          155                           487                           92                            1                             1760                          1760                          
Palmer 01                     2190                          710                           117                           164                           352                           1                             1344                          1344                          
Powder Springs 1A             3369                          649                           98                            817                           145                           5                             1714                          1714                          
Powder Springs 2A             2662                          453                           52                            580                           22                            2                             1109                          1109                          
Powder Springs 3A             2809                          597                           80                            531                           56                            3                             1267                          1267                          
Pitner 01                     2359                          941                           79                            150                           287                           3                             1460                          1460                          
Rocky Mountain 01             2886                          1127                          113                           391                           250                           1                             1882                          1882                          
Riverside 01                  1489                          280                           21                            170                           61                            2                             534                           534                           
Roswell 01                    4798                          2025                          282                           512                           447                           1                             3267                          3267                          
Roswell 02                    3219                          1385                          199                           268                           321                           3                             2176                          2176                          
Sandy Plains 01               2476                          929                           117                           428                           73                            3                             1550                          1550                          
Shallowford Fall 01           2942                          1142                          166                           517                           137                           1                             1963                          1963                          
Simpson 01                    1670                          646                           133                           272                           71                            4                             1126                          1126                          
Sewell Mill 01                2923                          1179                          161                           374                           159                           2                             1875                          1875                          
Sewell Mill 03                3761                          1133                          174                           481                           208                           5                             2001                          2001                          
Smyrna 1A                     3094                          778                           82                            260                           219                           7                             1346                          1346                          
Smyrna 2A                     4138                          1018                          149                           419                           443                           7                             2036                          2036                          
Smyrna 3A                     5045                          1389                          175                           536                           637                           8                             2745                          2745                          
Smyrna 4A                     4989                          1362                          277                           755                           542                           5                             2941                          2941                          
Smyrna 5A                     2935                          772                           103                           361                           208                           9                             1453                          1453                          
Smyrna 6A                     5054                          1431                          267                           697                           551                           8                             2954                          2954                          
Smyrna 7A                     5062                          1262                          206                           672                           739                           3                             2882                          2882                          
Sope Creek 01                 1953                          822                           121                           163                           259                           1                             1366                          1366                          
Sope Creek 02                 3862                          1259                          227                           455                           374                           8                             2323                          2323                          
Sope Creek 03                 2533                          1107                          137                           120                           309                           4                             1677                          1677                          
Sweetwater 01                 2620                          661                           98                            515                           119                           0                             1393                          1393                          
Sweetwater 02                 2343                          481                           65                            193                           107                           6                             852                           852                           
Terrell Mill 01               4372                          1094                          103                           449                           274                           11                            1931                          1931                          
Timber Ridge 01               2221                          1014                          123                           127                           273                           2                             1539                          1539                          
Vaughn 01                     2761                          979                           102                           273                           537                           3                             1894                          1894                          
Vinings 01                    1961                          656                           84                            210                           160                           1                             1111                          1111                          
Vinings 02                    4920                          1373                          201                           545                           461                           5                             2585                          2585                          
Vinings 03                    3485                          1027                          199                           387                           329                           4                             1946                          1946                          
Vinings 04                    2995                          1196                          218                           271                           249                           6                             1940                          1940                          
Wade Green 02                 3798                          1235                          134                           289                           441                           6                             2105                          2105                          
Wileo 01                      2528                          1050                          151                           421                           105                           2                             1729                          1729                          
Totals:                       424176                        126099                        17123                         56388                         40404                         477                           240491                        240491                        

                                                                                                      CC COMMISSIONER D2
                                                            BOB OTT (I) R                                                                                                                                                                       
Precinct                      Registered Voters             Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Total                         
Chattahoochee 01              4413                          1009                          134                           406                           434                           7                             1990                          1990                          
Chestnut Ridge 01             2768                          1171                          168                           341                           224                           1                             1905                          1905                          
Dickerson 01                  2537                          1064                          152                           137                           304                           0                             1657                          1657                          
Dobbins 01                    3308                          226                           26                            102                           119                           4                             477                           477                           
Dodgen 01                     1851                          775                           98                            169                           214                           2                             1258                          1258                          
Eastside 01                   2651                          1105                          149                           205                           340                           1                             1800                          1800                          
Eastside 02                   3556                          1301                          189                           486                           403                           1                             2380                          2380                          
Fullers Park 01               2953                          1103                          159                           342                           312                           9                             1925                          1925                          
Hightower 01                  3697                          1495                          240                           478                           211                           2                             2426                          2426                          
Murdock 01                    3415                          1360                          190                           506                           212                           1                             2269                          2269                          
Marietta 6A                   1949                          278                           20                            221                           66                            3                             588                           588                           
Marietta 7A                   2667                          42                            2                             30                            9                             2                             85                            85                            
Mount Bethel 01               3618                          1437                          235                           204                           549                           5                             2430                          2430                          
Mount Bethel 03               2731                          786                           182                           157                           613                           2                             1740                          1740                          
Mount Bethel 04               2681                          948                           181                           159                           437                           1                             1726                          1726                          
Nickajack 01                  3921                          964                           124                           435                           388                           4                             1915                          1915                          
Oakdale 01                    3234                          933                           159                           387                           327                           2                             1808                          1808                          
Powers Ferry 01               2830                          884                           125                           461                           121                           2                             1593                          1593                          
Roswell 01                    4798                          2008                          271                           492                           443                           1                             3215                          3215                          
Roswell 02                    3219                          1379                          195                           261                           314                           3                             2152                          2152                          
Shallowford Fall 01           2942                          1127                          169                           509                           135                           0                             1940                          1940                          
Sewell Mill 01                2923                          1156                          156                           368                           157                           0                             1837                          1837                          
Sewell Mill 03                3761                          588                           116                           202                           113                           1                             1020                          1020                          
Smyrna 1A                     3094                          775                           84                            255                           215                           5                             1334                          1334                          
Smyrna 2A                     4138                          679                           94                            264                           247                           2                             1286                          1286                          
Smyrna 3A                     5045                          465                           62                            199                           176                           2                             904                           904                           
Smyrna 4A                     4989                          1218                          264                           673                           477                           5                             2637                          2637                          
Smyrna 6A                     5054                          1430                          264                           687                           548                           7                             2936                          2936                          
Smyrna 7A                     5062                          951                           174                           475                           546                           2                             2148                          2148                          
Sope Creek 01                 1953                          825                           120                           161                           258                           1                             1365                          1365                          
Sope Creek 02                 3862                          1240                          242                           466                           378                           6                             2332                          2332                          
Sope Creek 03                 2533                          1098                          134                           119                           309                           4                             1664                          1664                          
Terrell Mill 01               4372                          1092                          102                           447                           276                           7                             1924                          1924                          
Timber Ridge 01               2221                          1009                          122                           128                           269                           2                             1530                          1530                          
Vinings 01                    1961                          648                           80                            214                           159                           1                             1102                          1102                          
Vinings 02                    4920                          1373                          207                           547                           458                           3                             2588                          2588                          
Vinings 03                    3485                          1020                          198                           384                           334                           3                             1939                          1939                          
Vinings 04                    2995                          1189                          218                           264                           245                           6                             1922                          1922                          
Wileo 01                      2528                          1045                          151                           417                           104                           2                             1719                          1719                          
Totals:                       130635                        39196                         5956                          12758                         11444                         112                           69466                         69466                         

                                                                                                      CC COMMISSIONER D4
                                                            LISA N. CUPID (I) D                                                                                                                                                                 
Precinct                      Registered Voters             Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Total                         
Austell 1A                    3578                          1001                          61                            750                           384                           4                             2200                          2200                          
Birney 01                     2048                          603                           60                            359                           111                           2                             1135                          1135                          
Birney 02                     3093                          818                           115                           542                           372                           3                             1850                          1850                          
Bryant 01                     1676                          418                           38                            715                           58                            4                             1233                          1233                          
Bryant 02                     4395                          1093                          69                            1168                          111                           5                             2446                          2446                          
Clarkdale 01                  1502                          410                           36                            319                           91                            3                             859                           859                           
Clarkdale 02                  4110                          1297                          89                            926                           184                           5                             2501                          2501                          
Cooper 01                     3769                          989                           96                            827                           304                           7                             2223                          2223                          
Dobbins 01                    3308                          82                            15                            25                            51                            1                             174                           174                           
Fair Oaks 01                  3167                          699                           70                            736                           98                            1                             1604                          1604                          
Fair Oaks 02                  3538                          894                           55                            483                           107                           1                             1540                          1540                          
Fair Oaks 04                  1844                          281                           31                            125                           37                            4                             478                           478                           
Harmony Leland 01             4520                          1083                          145                           642                           1149                          3                             3022                          3022                          
Lindley 01                    3836                          988                           125                           588                           805                           4                             2510                          2510                          
Mableton 01                   3805                          920                           138                           531                           666                           6                             2261                          2261                          
Mableton 02                   2162                          555                           50                            280                           276                           2                             1163                          1163                          
Mableton 03                   2384                          615                           80                            201                           398                           6                             1300                          1300                          
Mableton 04                   1350                          340                           47                            168                           179                           1                             735                           735                           
Macland 01                    3119                          761                           103                           920                           94                            0                             1878                          1878                          
McEachern 01                  2676                          608                           81                            686                           147                           2                             1524                          1524                          
Norton Park 01                3625                          1026                          99                            481                           263                           4                             1873                          1873                          
Oregon 02                     4354                          1161                          155                           1135                          222                           7                             2680                          2680                          
Oregon 04                     3430                          939                           91                            939                           95                            2                             2066                          2066                          
Pebblebrook 01                3913                          1060                          98                            1031                          315                           1                             2505                          2505                          
Powder Springs 1A             3369                          728                           103                           1073                          146                           1                             2051                          2051                          
Powder Springs 2A             2662                          661                           65                            887                           39                            2                             1654                          1654                          
Powder Springs 3A             2809                          759                           68                            823                           88                            3                             1741                          1741                          
Riverside 01                  1489                          490                           29                            312                           99                            3                             933                           933                           
Smyrna 2A                     4138                          420                           71                            221                           272                           0                             984                           984                           
Smyrna 3A                     5045                          1024                          123                           426                           495                           2                             2070                          2070                          
Smyrna 4A                     4989                          115                           30                            82                            68                            0                             295                           295                           
Smyrna 5A                     2935                          879                           90                            481                           246                           6                             1702                          1702                          
Smyrna 7A                     5062                          307                           32                            248                           264                           0                             851                           851                           
Sweetwater 01                 2620                          686                           78                            597                           124                           0                             1485                          1485                          
Sweetwater 02                 2343                          700                           74                            345                           159                           6                             1284                          1284                          
Totals:                       112663                        25410                         2710                          20072                         8517                          101                           56810                         56810                         

                                                                                                      BD OF EDUCATION D1
                                                            RANDY SCAMIHORN (I)R                                                                                                                                                                
Precinct                      Registered Voters             Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Total                         
Acworth 1A                    4166                          1209                          144                           243                           799                           1                             2396                          2396                          
Acworth 1B                    3866                          1177                          173                           240                           578                           0                             2168                          2168                          
Acworth 1C                    3718                          1082                          107                           199                           454                           2                             1844                          1844                          
Baker 01                      3834                          1016                          84                            156                           320                           5                             1581                          1581                          
Cheatham Hill 02              2559                          560                           63                            430                           102                           1                             1156                          1156                          
Durham 01                     3590                          1327                          159                           409                           553                           0                             2448                          2448                          
Ford 01                       2728                          170                           13                            48                            75                            0                             306                           306                           
Frey 01                       2123                          772                           93                            208                           319                           2                             1394                          1394                          
Harrison 01                   2411                          607                           84                            278                           264                           0                             1233                          1233                          
Hayes 01                      3392                          1127                          136                           478                           475                           1                             2217                          2217                          
Kennesaw 2A                   3043                          1029                          100                           323                           319                           1                             1772                          1772                          
Kennesaw 3A                   4537                          558                           68                            289                           183                           0                             1098                          1098                          
Kennesaw 4A                   2999                          973                           107                           212                           398                           1                             1691                          1691                          
Kennesaw 5A                   4676                          1928                          95                            266                           462                           6                             2757                          2757                          
Lost Mountain 04              2320                          777                           109                           298                           367                           1                             1552                          1552                          
Lewis 01                      1398                          586                           50                            107                           197                           1                             941                           941                           
McClure 01                    1364                          545                           57                            142                           189                           1                             934                           934                           
Mars Hill 01                  2783                          1099                          146                           225                           362                           0                             1832                          1832                          
Mars Hill 02                  2325                          813                           66                            165                           354                           3                             1401                          1401                          
North Cobb 01                 1889                          683                           62                            104                           259                           2                             1110                          1110                          
Pine Mountain 01              2897                          1020                          155                           534                           318                           1                             2028                          2028                          
Pine Mountain 02              2629                          918                           130                           680                           141                           3                             1872                          1872                          
Totals:                       65247                         19976                         2201                          6034                          7488                          32                            35731                         35731                         

                                                                                                      BD OF EDUCATION D3
                                                            DAVID L. MORGAN (I)D                                                                                                                                                                
Precinct                      Registered Voters             Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Total                         
Austell 1A                    3578                          994                           57                            750                           376                           4                             2181                          2181                          
Bryant 01                     1676                          414                           38                            708                           56                            4                             1220                          1220                          
Bryant 02                     4395                          1101                          69                            1176                          106                           3                             2455                          2455                          
Clarkdale 01                  1502                          408                           35                            321                           90                            3                             857                           857                           
Clarkdale 02                  4110                          1309                          89                            936                           183                           4                             2521                          2521                          
Cooper 01                     3769                          943                           86                            710                           290                           5                             2034                          2034                          
Harmony Leland 01             4520                          1057                          139                           627                           1125                          2                             2950                          2950                          
Mableton 01                   3805                          918                           138                           513                           660                           5                             2234                          2234                          
Mableton 02                   2162                          559                           50                            270                           278                           2                             1159                          1159                          
McEachern 01                  2676                          37                            5                             39                            8                             0                             89                            89                            
Oregon 02                     4354                          338                           30                            354                           61                            0                             783                           783                           
Pebblebrook 01                3913                          1048                          94                            1008                          305                           0                             2455                          2455                          
Powder Springs 1A             3369                          727                           101                           1062                          147                           1                             2038                          2038                          
Powder Springs 2A             2662                          662                           64                            887                           38                            1                             1652                          1652                          
Powder Springs 3A             2809                          757                           70                            819                           89                            2                             1737                          1737                          
Riverside 01                  1489                          496                           30                            309                           97                            3                             935                           935                           
Sweetwater 01                 2620                          695                           79                            592                           123                           1                             1490                          1490                          
Sweetwater 02                 2343                          692                           76                            347                           158                           6                             1279                          1279                          
Totals:                       55752                         13155                         1250                          11428                         4190                          46                            30069                         30069                         

                                                                                                      BD OF EDUCATION D5
                                                            DAVID BANKS (I) R                                                                                                                                                                   
